question,document
"Can AI create a Kestra workflow from plain English, and can I keep refining it afterward?",bfe5502c30
What are the options for generating and pushing Kestra flows from an editor or agent without using the Kestra UI?,bfe5502c30
Why does ChatGPT sometimes make up Kestra plugin fields that look real but aren't in the version I run?,93a3e8b98c
How can I check whether YAML generated for a Kestra flow matches the actual plugin schema?,93a3e8b98c
What’s the right way to write the GCS upload step in Kestra instead of using bucket and name?,93a3e8b98c
"For a BigQuery load from GCS, why is destinationTable needed instead of separate project, dataset, and table fields?",93a3e8b98c
"Is there a way to stop AI from giving me invalid Kestra YAML, or do I just need to verify it manually every time?",93a3e8b98c
"Why do people track token usage in Kestra flows, and how does it help with costs?",a4adc70f41
How can seeing token counts from LLM calls help improve prompts or outputs?,a4adc70f41
What’s the point of setting token limits or alerts in a looping workflow?,a4adc70f41
How does Kestra get token usage from an AI task’s response?,a4adc70f41
Where would you usually show token usage in a workflow so you can keep an eye on spending?,a4adc70f41
How do I fix the Docker Desktop error that says the path /tmp/... is not shared from the host when I start Kestra?,dd8b4c9fda
Where in Docker Desktop do I add /tmp or /tmp/kestra-wd so the container can mount it?,dd8b4c9fda
What do I need to change in Docker Desktop if docker compose up -d fails because of a mounts denied error?,dd8b4c9fda
"Why is Docker complaining about /tmp/kestra-wd not being shared, and how can I allow it?",dd8b4c9fda
"After adding the folder to File Sharing in Docker Desktop, what should I do next to get Kestra running?",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly should I upload to the public repo if almost everything was done in the Kestra UI?",f29f622684
"Do I need to submit the YAML flow files from Kestra, or is a README with the answers enough for Module 3?",f29f622684
"If I edited scripts that my Kestra flows use, should those scripts go in the homework repo too?",f29f622684
Where should I place the Kestra homework files in the repo before I send the link in the form?,f29f622684
"Are the homework answers supposed to be inside the repo, or do I enter Q1, Q2, etc. directly in the submission form?",f29f622684
Why am I getting `JSONDecodeError: Expecting value` when I try to parse the LLM response as JSON?,a3c7e1b4f9
How do I make the model return only valid JSON instead of a markdown code block or extra text?,a3c7e1b4f9
What should I change in my OpenAI call so `json.loads(...)` works reliably for the generated questions?,a3c7e1b4f9
How can I tell the LLM to output exactly a JSON object with a `questions` list and nothing else?,a3c7e1b4f9
"Does this JSON-only fix exist for other providers too, like Gemini or Groq?",a3c7e1b4f9
Why does my Jupyter kernel die when I try to embed the ground-truth data in the evaluation notebook?,b8f2d6a30c
What can I do if my laptop or Codespaces instance doesn’t have enough RAM for loading the embedder and the notebook together?,b8f2d6a30c
Is there a smaller sentence-transformers model I can use instead of the default one for this task?,b8f2d6a30c
"If I switch to a lighter embedding model, do I need to run the evaluation metrics again?",b8f2d6a30c
How can I avoid memory issues when embedding the ground-truth set in batches?,b8f2d6a30c
Why am I still getting rate-limit errors with Gemini even after I added a sleep between requests?,c1e9f4b820
What’s a cheap way to generate the ground-truth data if Gemini free tier keeps blocking me?,c1e9f4b820
"Can I switch to Groq for this step, and which model should I use?",c1e9f4b820
How should I set up my thread pool so I don’t hit the API too hard?,c1e9f4b820
"If my run gets stopped by quota limits, how can I continue without losing the results I already made?",c1e9f4b820
"How do I fix the Windows error ""OSError: [WinError 126]"" when Python says it can't load fbgemm.dll or one of its dependencies?",15e931476c
What should I install if I get the missing fbgemm.dll / dependency error on Windows while importing torch?,15e931476c
Is installing the Visual C++ Redistributable enough to solve the PyTorch fbgemm.dll error on Windows?,15e931476c
Do I need Visual Studio or Visual Studio Code for the WinError 126 fbgemm.dll problem in Python?,15e931476c
"Why does torch fail with ""The specified module could not be found"" on Windows, and what’s the recommended fix?",15e931476c
"I’m getting psycopg2 OperationalError: could not translate host name ""postgres"" when I run python prep.py. What should I change in the .env file to fix it?",4b65d5542d
"Why does prep.py fail with a postgres host lookup error, and what value should POSTGRES_HOST use instead?",4b65d5542d
How do I fix the No such host is known error from psycopg2 when the database host is set to postgres?,4b65d5542d
"My setup throws OperationalError about ""postgres"" not being resolvable. Do I need to edit POSTGRES_HOST in .env, and to what?",4b65d5542d
What’s the correct host setting for POSTGRES_HOST if python prep.py can’t find the postgres container or host?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off?,641aedbbf5
What option do I set so the Explanation field in the offline rag eval notebook is not truncated?,641aedbbf5
"Why is Pandas only showing like 50 characters in my column, and how can I turn that off?",641aedbbf5
"In the LLM-as-judge part, how can I view the complete judge explanation in a dataframe column?",641aedbbf5
Is there a Pandas setting to display the entire content of a long text column?,641aedbbf5
How can I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What's the easiest way to turn each vector in a Pandas Series into a unit vector?,5039707c1a
Can I use apply with NumPy to normalize a column of vectors in pandas?,5039707c1a
How do I divide each vector by its own norm inside a DataFrame column?,5039707c1a
Is there a simple lambda function to normalize vectors in a pandas column?,5039707c1a
How do I get the 75th percentile from a Pandas DataFrame column?,b4c8ac5a0c
What’s the Pandas way to calculate a 0.75 quantile for a Series?,b4c8ac5a0c
How can I compute a column percentile in Pandas without doing it manually?,b4c8ac5a0c
What function should I use to find the quantile of a DataFrame column in Pandas?,b4c8ac5a0c
How do I use Pandas to return the 75% quantile for a specific column?,b4c8ac5a0c
"How do I wipe out all Docker containers, including the ones still running, from the terminal?",66ccbb7da0
What’s the command to force-remove every Docker image on my machine?,66ccbb7da0
How can I delete all Docker volumes using a single terminal command?,66ccbb7da0
"Is there a quick way to clean up all Docker containers, images, and volumes at once?",66ccbb7da0
What commands should I run if I want to clear Docker stuff completely from the terminal?,66ccbb7da0
"How can I make Streamlit feedback buttons only work once per submitted prompt, so users can’t click +1 or -1 multiple times?",2e729f1271
Why does `st.session.submitted` keep getting set back to True after I press a feedback button in my Streamlit app?,2e729f1271
"In Streamlit, how do I disable the feedback buttons after the ask button submits text, so the user can vote only one time?",2e729f1271
My session state flag changes again after feedback is clicked — is there a known fix for `st.session.submitted` being reassigned in Streamlit?,2e729f1271
What’s the best way to handle one-time user feedback per submission in Streamlit without the session state getting reset?,2e729f1271
"Why do I get `streamlit: executable file not found in $PATH` when I start my app with docker-compose, even though it works locally?",e8df9f0d12
Do I need a Dockerfile for a Streamlit app before running it with docker-compose?,e8df9f0d12
How can I fix the OCI runtime error that says it can't find the `streamlit` command inside the container?,e8df9f0d12
"Should I rebuild the image after adding Streamlit to my docker-compose setup, and what command should I use?",e8df9f0d12
My Streamlit app runs outside Docker but fails in compose with a missing executable error — what am I missing in the container setup?,e8df9f0d12
"Can I do the capstone with a teammate, or does each person need their own project?",0fab61eca2
"If two students work on one system, is that still allowed for the capstone?",0fab61eca2
Can we discuss ideas together and then submit separate projects?,0fab61eca2
What if our project is shared but split into different parts for each person — is that okay?,0fab61eca2
Does the final capstone submission have to be something the reviewer can evaluate on its own?,0fab61eca2
"Do I need to turn in two separate capstone projects, or is one enough?",d5fc98925d
What exactly do attempt 1 and attempt 2 mean for the project submission?,d5fc98925d
"If my first submission gets rejected, can I fix it and send it again later?",d5fc98925d
"Can I submit two projects just to get more experience, and if so do they need different topics?",d5fc98925d
What happens if I miss the attempt 1 deadline but still want to submit for the capstone?,d5fc98925d
Does the competition itself count as the capstone project?,e892d44e42
Can I submit the competition as my capstone?,e892d44e42
Is the capstone supposed to be done individually or can we do it as a team?,e892d44e42
"If I join the math-kaggle-llm-competition with others, does that replace the capstone requirement?",e892d44e42
"Are teams allowed for the capstone, or only for the competition?",e892d44e42
How will my capstone project be scored in the end?,9a2e2d2008
Who reviews the capstone project after I submit it?,9a2e2d2008
Do I also need to grade other students' capstone projects?,9a2e2d2008
What happens if I don't review the required number of projects?,9a2e2d2008
Is the final capstone grade based on all peer scores or something else?,9a2e2d2008
When do we get assigned the projects to review and grade?,eae0fb50aa
How many projects will each participant be responsible for checking?,eae0fb50aa
Will the project assignments happen before or after the submission deadline?,eae0fb50aa
What format will the review assignment list be shared in?,eae0fb50aa
Is it true that each student gets 3 projects for grading once submissions close?,eae0fb50aa
"I already sent in my capstone project, so why don't I see anything to review yet?",a8a7fef016
When do the projects for evaluation get assigned after the submission deadline?,a8a7fef016
"Can I pick which capstone projects I want to review, or is it assigned automatically?",a8a7fef016
Is there any way to start reviewing projects before the review list is released?,a8a7fef016
"My project is submitted, but the review page is empty — is that normal?",a8a7fef016
Where can I find some project ideas and datasets for the capstone project?,e76a70cde3
"Is there a GitHub page with ideas, datasets, and guidelines for the LLM Zoomcamp project?",e76a70cde3
What’s the best place to look for dataset suggestions for the capstone project?,e76a70cde3
Can you point me to the page with project ideas and tips for the capstone?,e76a70cde3
Do we have any recommended resources for finding a good dataset or idea for the project?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1
"If I build the ingestion pipeline as a Jupyter notebook, do I still get full points for that part?",d4f7c08ea1
"Would using an orchestration tool help me score more on the ingestion pipeline criterion, or is it optional?",d4f7c08ea1
When does it make sense to add an orchestrator to the capstone instead of just using plain Python?,d4f7c08ea1
"For the project, is it okay to skip orchestration completely if my data ingestion only needs a basic script?",d4f7c08ea1
How can I evaluate a recommender-style RAG project when I don’t have obvious ground-truth answers?,9b0e2d6a47
What’s a good way to build synthetic test queries for item retrieval in this kind of project?,9b0e2d6a47
"Should I use hit rate, MRR, or NDCG for ranking-based RAG evaluation, and why?",9b0e2d6a47
How do I set up an LLM-as-a-judge check for the end-to-end quality of my RAG results?,9b0e2d6a47
"If multiple items could be valid answers, which metric is better than plain hit rate?",9b0e2d6a47
"For a huge PDF collection, should I spend time finding the perfect chunking method first, or is it better to start with something simple and improve it later?",6f2a8b3d10
"What’s a good first chunking setup for long docs with lots of text, and how should I test if it actually helps retrieval?",6f2a8b3d10
Would it make sense to use an LLM to split documents into sections instead of just using fixed-size chunks?,6f2a8b3d10
"If I also generate short summaries for each chunk, does that help search, and should the summary be stored with the chunk or used another way?",6f2a8b3d10
"For long legal or financial documents, is semantic search alone enough, or should I combine it with keyword/BM25 search?",6f2a8b3d10
"What do you mean by reproducibility in the capstone project, and do reviewers need my API keys to run it?",e5d8a2c761
How should I set up the repo so someone can clone it and rebuild everything from the README?,e5d8a2c761
Do I need to include a script or notebook that loads the data and rebuilds the search index?,e5d8a2c761
What’s the right way to handle environment variables and credentials in the project files?,e5d8a2c761
Should I use a cheaper model and pin dependency versions so reviewers can test the project without issues?,e5d8a2c761
"Is it okay if I do the homework in JavaScript instead of Python, or should I stick to Python?",ea815eb858
"For the capstone project, can I use Go, Rust, Java, or another non-Python stack if I really want to?",ea815eb858
"If I choose a language other than Python, what kind of README or setup instructions do I need to provide?",ea815eb858
"Will the reviewer expect Python for the final project, or are other languages accepted as long as the project is reproducible?",ea815eb858
"What should I include so my non-Python homework or project is easy for the reviewer to run on Windows, macOS, and Linux?",ea815eb858
Where can I see past LLM Zoomcamp capstone projects from other students?,930286278d
Is there a page with previous LLM Zoomcamp project submissions I can look at?,930286278d
Do you have links to older LLM Zoomcamp capstone repositories or examples?,930286278d
Where can I browse 2024 and 2025 LLM Zoomcamp projects to check the expected level?,930286278d
I'm looking for sample LLM Zoomcamp projects — where are the archived submissions?,930286278d
Do I have to reserve my capstone project idea before I start working on it?,897a350476
Should I announce my project topic somewhere before beginning the capstone?,897a350476
"If I pick a similar idea to another student’s project, is that still allowed?",897a350476
Can I ask for feedback on my capstone idea before I submit it?,897a350476
Where can I check past capstone projects to see what kind of scope is expected?,897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14
"Is a CLI, Slack app, or notebook acceptable for the project interface?",7318a90b14
Do I have to follow any strict UI requirements for making the project available to users?,7318a90b14
"Will the course show me how to create the interface, or do I need to handle that myself?",7318a90b14
"As long as I meet the evaluation criteria, can I use pretty much any user interface I want?",7318a90b14
What are some good tools to pull text out of PDFs for a RAG app if I don’t want to use the course’s own recommendation?,d8b28c47a0
"If my files are scanned PDFs with no real text layer, what should I use to OCR them before building my RAG pipeline?",d8b28c47a0
"Is there a tool that can turn PDFs into Markdown or structured JSON for RAG, and is it actually useful in practice?",d8b28c47a0
What’s the best way to extract text from different document types and layouts when I’m preparing data for a RAG project?,d8b28c47a0
"Should I try local OCR libraries or a hosted OCR API for PDF text extraction, and how do I decide which one fits my documents?",d8b28c47a0
"Can I use the workshop content in my own capstone project, or is it only for practice?",d850a0e7ea
Is it okay to reuse the dlt workshop materials in other projects outside this course?,d850a0e7ea
Can I apply this workshop stuff to an MLOps Zoomcamp project too?,d850a0e7ea
"Since dlt is open source, does that mean I’m allowed to use these materials in my own work?",d850a0e7ea
"If I have questions about using the workshop content in a project, can I ask about it and get help?",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run first to initialize a dlt project with filesystem and duckdb?,6bceeebf04
I'm starting from scratch with dlt and cloud data — what setup command do I use?,6bceeebf04
How can I begin a dlt pipeline using filesystem as the source and duckdb as the destination?,6bceeebf04
Is there a quick way to init a dlt project for cloud file loading?,6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397
How come the table `notion_pages___homework` is missing even though I already ran the pipeline?,0407213397
"What should I check if the error says I need to call `db.create_table(notion_pages___homework, data)` first?",0407213397
Could this error be happening because I forgot to rename something in my pipeline config from `employee_handbook` to `homework`?,0407213397
"I changed the table name to homework, but `db.open_table` still fails — what did I likely miss?",0407213397
I'm getting FileNotFoundError saying table notion_pages___homework doesn't exist when I run main(). What should I change?,e95bfafc0e
"In the dlt workshop, why does db.open_table fail for notion_pages___homework, and what's the right table name to use?",e95bfafc0e
"My code says table does not exist and asks me to call db.create_table, but I'm sure the table is already there. What line should I check?",e95bfafc0e
How do I fix the error about notion_pages___homework not being found in main() when opening the database table?,e95bfafc0e
Is there a typo in the homework table name? I'm stuck on FileNotFoundError for notion_pages___homework.,e95bfafc0e
How can I see what tables exist in the database?,e394e6f738
Is there a way to list all db tables with dlt?,e394e6f738
Which method shows the table names in the database?,e394e6f738
How do I check the tables created in my db?,e394e6f738
What should I use to get a list of all tables?,e394e6f738
"Does dlt support ClickHouse or StarRocks connectors yet, or are those still missing?",cd19f122f3
Is there any built-in connector in dlt for ClickHouse or StarRocks?,cd19f122f3
Can I load data from dlt directly into ClickHouse or StarRocks?,cd19f122f3
"Are ClickHouse and StarRocks connectors planned for dlt, or only community-made ones?",cd19f122f3
"If dlt doesn't have ClickHouse or StarRocks connectors, can people contribute them?",cd19f122f3
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?",0dfba07ace
"How do I fix the ""notebook does not have secret access"" error when calling the Notion search endpoint?",0dfba07ace
Could this Notion API error be caused by a bad token or expired access key?,0dfba07ace
What settings or permissions do I need to verify if the notebook can’t access Notion API?,0dfba07ace
I keep seeing an authorization error for api.notion.com/v1/search — what steps usually solve it?,0dfba07ace
How do I install the exact requests version needed for lancedb instead of the older one pip gives me?,4b30b918bc
My setup keeps pulling requests 2.28 — what command should I use to get the newer release from source?,4b30b918bc
Is there a direct pip install line for requests 2.32.3 when the default install is wrong?,4b30b918bc
"If I get a 401 Client Error during install, could it be because the key access is wrong or missing?",4b30b918bc
What’s the workaround for forcing requests to install from the GitHub zip tag version?,4b30b918bc
