question,document
Does Kestra have a form editor or any no-code option instead of drag-and-drop?,bfe5502c30
Can Kestra use an AI assistant to generate a flow from a plain English prompt?,bfe5502c30
What are the no-code ways to make Kestra workflows from an editor without using the UI?,bfe5502c30
Why does ChatGPT sometimes make up Kestra YAML fields that aren’t actually in the plugin docs?,93a3e8b98c
How can I stop an AI assistant from generating fake Kestra properties like bucket or name for GCS upload?,93a3e8b98c
What’s the correct way to write Kestra GCP upload and BigQuery load tasks without guessing the schema?,93a3e8b98c
Is there a reliable way to check whether Kestra YAML generated by AI matches my plugin version?,93a3e8b98c
"Why do Kestra plugin fields change between versions, and where should I verify the right ones?",93a3e8b98c
Why do we track token usage in Kestra flows when running LLM calls?,a4adc70f41
How does keeping an eye on tokens help with LLM costs in scheduled workflows?,a4adc70f41
What’s the point of checking token counts for prompts and responses in a Kestra pipeline?,a4adc70f41
How can token monitoring stop a long loop or repeated job from blowing up the bill?,a4adc70f41
"In Kestra, where do you usually get the token usage from after an AI task runs?",a4adc70f41
"Why does Docker Desktop say ""mounts denied"" when I try to run Kestra, and how can I let it access /tmp?",dd8b4c9fda
What should I change in Docker Desktop if a container can't mount a host folder like /tmp/kestra-wd?,dd8b4c9fda
How do I add /tmp to Docker Desktop's shared file paths so docker compose can start Kestra?,dd8b4c9fda
"I keep getting ""The path /tmp/... is not shared from the host"" in Docker — what's the fix?",dd8b4c9fda
"After changing Docker Desktop settings, do I need to rerun docker compose up -d for Kestra to work?",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly am I supposed to upload to a public repo if most of the work was done in the Kestra UI?",f29f622684
"Do I need to submit the Kestra flow YAML files for Homework 3, or is a README with my answers enough?",f29f622684
"If I changed any scripts used by the Kestra flows, should those be included in the homework repo too?",f29f622684
"Where should I put the Kestra files in the repo for Module 3, and what link do I paste into the submission form?",f29f622684
"Are the Q1, Q2, etc. answers supposed to go in the repo, or do I enter them separately in the homework form?",f29f622684
Why am I getting a JSONDecodeError: Expecting value when I try to parse the LLM output for ground-truth questions?,a3c7e1b4f9
How can I make the model return only valid JSON instead of wrapping it in a code block or adding extra text?,a3c7e1b4f9
What should I put in the prompt so the model gives me a JSON object with a questions list and nothing else?,a3c7e1b4f9
Is there a way to force structured JSON output with OpenAI chat completions when generating evaluation data?,a3c7e1b4f9
Do other LLM providers have an option like response_format to avoid parsing errors with json.loads?,a3c7e1b4f9
Why does my Jupyter notebook kernel crash when I try to embed the ground-truth set?,b8f2d6a30c
What can I do if embedding the eval data makes my notebook run out of memory on Codespaces or a small laptop?,b8f2d6a30c
Is there a smaller sentence-transformers model I can use instead of the default one for this exercise?,b8f2d6a30c
Can I run the embedding step outside the notebook and then import the vectors back in later?,b8f2d6a30c
How do I reduce RAM usage when processing the ground-truth set in batches?,b8f2d6a30c
Why does `time.sleep(4)` not stop me from getting rate-limited when I build the ground-truth dataset with Gemini?,c1e9f4b820
What should I do if the free Gemini tier keeps failing because of request limits while I'm generating labels?,c1e9f4b820
Is there a cheap alternative to Gemini for embedding or generating the whole ground-truth set without running into limits so quickly?,c1e9f4b820
How can I reduce the chance of hitting API limits when using a thread pool to make lots of calls for evaluation data?,c1e9f4b820
What's the best way to avoid losing progress if my long evaluation job gets cut off by a daily quota error?,c1e9f4b820
How do I fix the WinError 126 error when Python says it can’t load torch\lib\fbgemm.dll on Windows?,15e931476c
"If I get ""The specified module could not be found"" for fbgemm.dll in PyTorch, what should I install on my Windows machine?",15e931476c
"Does this Windows OSError with fbgemm.dll mean I need Visual C++ Redistributable, or is there something else I should install too?",15e931476c
"I installed VS Code already, but PyTorch still fails with a missing fbgemm.dll dependency — what am I missing?",15e931476c
What’s the proper fix for the PyTorch fbgemm.dll import error on Windows 10/11?,15e931476c
"Why am I getting `could not translate host name ""postgres""` when I run `python prep.py`, and what should I change in my `.env` file?",4b65d5542d
"How do I fix `psycopg2.OperationalError: could not translate host name ""postgres"" to address` when preparing the monitoring setup?",4b65d5542d
My `prep.py` crashes with a Postgres host lookup error — do I need to set `POSTGRES_HOST` to something other than `postgres`?,4b65d5542d
What is the correct `POSTGRES_HOST` value for running `python prep.py` locally in Module 5 Monitoring?,4b65d5542d
I see a No such host is known error for `postgres` in my environment file. What value should `POSTGRES_HOST` have instead?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off with ...?,641aedbbf5
"Why does my Explanation column get truncated in the offline-rag-evaluation notebook, and how can I see everything?",641aedbbf5
Is there a Pandas setting to display long judge outputs without the 50-character limit?,641aedbbf5
What line should I run in Pandas to view the entire content of a text column?,641aedbbf5
How can I stop Pandas from shortening long strings in a dataframe column?,641aedbbf5
How can I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What’s a simple way to normalize each vector in a Pandas Series?,5039707c1a
How do I create a new column with normalized vectors from an existing one in pandas?,5039707c1a
Can I use apply with NumPy to normalize vector values in a DataFrame column?,5039707c1a
What’s the easiest code snippet for dividing each vector by its norm in pandas?,5039707c1a
How do I get the 75th percentile from a Pandas DataFrame column?,b4c8ac5a0c
What’s the Pandas way to calculate a quantile for one column?,b4c8ac5a0c
How can I find the 0.75 quantile of a Pandas Series?,b4c8ac5a0c
Is there a simple function in Pandas for percentile on a column?,b4c8ac5a0c
How do I compute a percentile value from a DataFrame column in Pandas?,b4c8ac5a0c
"How can I delete every Docker container from the terminal, even the ones that are still running?",66ccbb7da0
What command removes all Docker images at once using the command line?,66ccbb7da0
How do I clear out all Docker volumes from my machine with one terminal command?,66ccbb7da0
"Is there a quick way to wipe containers, images, and volumes in Docker from the terminal?",66ccbb7da0
"What’s the easiest command sequence to fully clean up Docker stuff like containers, images, and volumes?",66ccbb7da0
"How can I make sure a user can only give one feedback vote, either +1 or -1, for each submitted prompt in Streamlit?",2e729f1271
"Why does `st.session.submitted` keep turning back to `True` even after I click a feedback button, and how do I stop that?",2e729f1271
"In Streamlit, how do I disable the feedback buttons after the user submits text with the ask button?",2e729f1271
Is there a known fix for `st.session.submitted` being reassigned unexpectedly when handling feedback buttons?,2e729f1271
Where can I find the solution for the Streamlit session attribute issue with one-time feedback per submission?,2e729f1271
Why does my Streamlit app work on my machine but fail with docker-compose saying `streamlit` is not found in $PATH?,e8df9f0d12
What do I need to set up in Docker if I want to run a Streamlit app with docker-compose without getting the OCI runtime error?,e8df9f0d12
"Do I have to create a Dockerfile before running a Streamlit app through docker-compose, or can I just use the compose file?",e8df9f0d12
"How can I fix the `exec: ""streamlit"": executable file not found in $PATH` error when starting my Streamlit container?",e8df9f0d12
"After editing docker-compose for a Streamlit app, what command should I run to rebuild everything and start it again?",e8df9f0d12
"Can the capstone be done as a team project, or does each person need to submit something separate?",0fab61eca2
"If a few students build one bigger system together, is that still allowed for the capstone?",0fab61eca2
"Can I discuss ideas or collaborate with classmates while working on my capstone, or does it have to be totally solo?",0fab61eca2
What if our group shares one project idea — do we need separate repos and clearly independent parts for each student?,0fab61eca2
How does the capstone get evaluated if multiple people are involved in the same work?,0fab61eca2
"Do I need to submit two capstone projects, or is one enough?",d5fc98925d
What do attempt 1 and attempt 2 mean for the capstone submission?,d5fc98925d
"If my first capstone submission gets rejected, can I fix it and send it again later?",d5fc98925d
"Can I turn in two projects just to get more practice, and if so do they need different datasets and problem statements?",d5fc98925d
"If I miss the first submission window, can I still join in for the second one and finish on time?",d5fc98925d
"Can I use the competition as my capstone project, or are they separate things?",e892d44e42
"If I join the math-kaggle-llm-competition, does that count toward the capstone requirement?",e892d44e42
"Is the capstone supposed to be done individually, even if I work on the competition in a team?",e892d44e42
Can I team up for the math-kaggle-llm-competition and still have the capstone counted separately?,e892d44e42
Does participating in the competition replace the individual capstone attempt?,e892d44e42
How will the capstone projects be graded in this course?,9a2e2d2008
Who reviews my capstone project after I submit it?,9a2e2d2008
Do I also need to review other students' capstone projects?,9a2e2d2008
What happens if I don't grade the three projects I'm supposed to review?,9a2e2d2008
How is the final score for the capstone project calculated?,9a2e2d2008
"After the deadline closes, how are the capstone projects assigned for peer review and grading?",eae0fb50aa
"Will I get my own project review list, and how many projects am I supposed to grade?",eae0fb50aa
"Once submissions are in, what’s the process for distributing projects to participants for evaluation?",eae0fb50aa
Do we receive a file or list with the projects we need to review after the due date?,eae0fb50aa
How many capstone projects does each participant get assigned to grade after the submission deadline?,eae0fb50aa
"I already turned in my capstone project, but why am I still not seeing anything to review?",a8a7fef016
When do the projects get assigned for evaluation after the submission deadline?,a8a7fef016
"Can I pick which projects I want to review, or is that decided automatically?",a8a7fef016
Is it possible to start reviewing other projects before the review list is released?,a8a7fef016
"I submitted my project already, so why do I have to wait before I can evaluate anyone else's work?",a8a7fef016
Where can I find project ideas and datasets for the capstone?,e76a70cde3
Is there a GitHub page with datasets I can use for the project?,e76a70cde3
What’s the best place to look for inspiration and data for the capstone project?,e76a70cde3
"Can you point me to any tips, guidelines, or dataset suggestions for the project?",e76a70cde3
Do you have a link with some good project ideas and usable datasets?,e76a70cde3
"Do I need Airflow, Mage, or Kestra for the capstone project ingestion pipeline, or is a regular Python script enough?",d4f7c08ea1
"If I build the ingestion and indexing with plain Python, will that still get full points for the pipeline part?",d4f7c08ea1
"Is a Jupyter notebook acceptable for the capstone data ingestion steps, and does it count the same as a script?",d4f7c08ea1
"Should I use an orchestrator only when my project needs scheduled or recurring ingestion, like a daily-updated feed?",d4f7c08ea1
"Will adding an orchestration tool just to satisfy the capstone criterion help, or is it better to skip it unless it really fits the project?",d4f7c08ea1
How can I evaluate a recommender-style RAG project when there isn't any clear Q&A ground truth?,9b0e2d6a47
Is there a good way to create synthetic ground truth for item search so I can test retrieval quality?,9b0e2d6a47
"What metrics should I use for a ranking-based RAG system, and is NDCG better than hit rate here?",9b0e2d6a47
How do people use an LLM as a judge to score end-to-end RAG results with a rubric?,9b0e2d6a47
"For recommender RAG, should I measure only the top result or also care about good items appearing lower in the ranking?",9b0e2d6a47
"For a huge PDF corpus, what chunking approach should I start with before trying anything fancy?",6f2a8b3d10
Is it worth using an LLM to split long documents into sections instead of fixed-size chunks?,6f2a8b3d10
"Should I add a short summary to every chunk, and if so how would that help retrieval?",6f2a8b3d10
"For legal or financial docs, is hybrid search a better choice than only dense embeddings?",6f2a8b3d10
What tools do you recommend for turning PDFs into cleaner markdown before chunking?,6f2a8b3d10
What does reproducibility mean for the project — do I have to give reviewers my API keys?,e5d8a2c761
How should I set up the repo so someone can clone it and rebuild the system from scratch?,e5d8a2c761
Do I need to include code that loads the dataset and creates the search index again locally?,e5d8a2c761
"What should I put in .env.example, and how do I handle the real .env file?",e5d8a2c761
Which model and dependency setup should I use so reviewers can run the project without wasting credits or hitting version issues?,e5d8a2c761
"Can I do the homework and capstone project in something other than Python, like JavaScript or Go?",ea815eb858
"Is it actually allowed to use a non-Python stack for the final project, or should I stick to Python?",ea815eb858
"If I build the project in Rust or Java, what should I put in the README so the reviewer can run it?",ea815eb858
Why does the course recommend Python for every homework and the capstone instead of other languages?,ea815eb858
"What kind of setup instructions are expected if I submit a project in TypeScript, C#, or R?",ea815eb858
Where do I look to see past LLM Zoomcamp capstone projects?,930286278d
Is there a place with previous LLM Zoomcamp project submissions I can check out?,930286278d
Can I view examples of old capstone projects from LLM Zoomcamp somewhere?,930286278d
Where are the 2024 and 2025 LLM Zoomcamp project pages?,930286278d
Do you have links to earlier LLM Zoomcamp projects so I can see the expected level?,930286278d
"Do I need to announce my capstone project idea before I start working on it, or can I just begin?",897a350476
"Is there any reservation system for project ideas in the capstone, or are ideas open to everyone?",897a350476
Should I ask permission first if I want to build a project similar to one someone else already did?,897a350476
Can I get feedback on my capstone idea somewhere before submitting it?,897a350476
Are repeated project topics allowed in the capstone as long as my own implementation is original?,897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14
"Is it okay to use a CLI, Slack app, or notebook as the user interface for the project?",7318a90b14
Are there any rules about how I should expose my capstone to end users?,7318a90b14
"Will the course show us how to build these interfaces, or do we need to handle that ourselves?",7318a90b14
"If I choose a different interface type, does the project still count as long as it meets the evaluation criteria?",7318a90b14
What’s a good tool to pull text out of PDFs for a RAG app?,d8b28c47a0
"If my PDFs are scanned images, what should I use to get the text?",d8b28c47a0
"Is there a recommended library in the course for PDF text extraction, or can I choose whatever works best?",d8b28c47a0
"Should I try docling, PyMuPDF, or unstructured for document extraction in my project?",d8b28c47a0
"If I don’t want to run OCR locally, what hosted OCR service can I use?",d8b28c47a0
"Can I reuse the workshop content in my own capstone project, or is it only for class exercises?",d850a0e7ea
"Is it okay to take the dlt workshop material and use it in a different Zoomcamp project, like the MLOps one?",d850a0e7ea
"Since dlt is open source, am I allowed to apply the workshop examples directly in my own projects?",d850a0e7ea
Can I share the workshop materials with others and still use them in my projects later?,d850a0e7ea
"Is the content from this workshop something I can build on for future projects, or should I keep it limited to the workshop?",d850a0e7ea
How do I initialize a new dlt project for loading data from the cloud into DuckDB?,6bceeebf04
What command should I run first to set up a dlt filesystem-to-duckdb pipeline?,6bceeebf04
I want to start a fresh dlt project from cloud files — what’s the init command?,6bceeebf04
How can I create a new dlt setup for a filesystem source and DuckDB destination?,6bceeebf04
What’s the quickest way to bootstrap a dlt project when the source is cloud storage?,6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I run `db.open_table(""notion_pages___homework"")`?",0407213397
"I changed the table name to `notion_pages___homework`, but opening it still says the table doesn't exist. What am I missing?",0407213397
"How can I fix the error where `db.open_table(""notion_pages___homework"")` fails with a missing table message?",0407213397
Do I need to update more than just the table name if I’m renaming `employee_handbook` to `homework` in the pipeline?,0407213397
Why is my dlt pipeline still looking for `employee_handbook` even after I switched to `homework`?,0407213397
Why do I get FileNotFoundError: Table notion_pages___homework does not exist when I run main()?,e95bfafc0e
"What should I change in line 3 if the code says Please first call db.create_table(notion_pages___homework, data)?",e95bfafc0e
"Is the table name supposed to be notion_pages___homework, and where do I open it?",e95bfafc0e
My script fails with a missing table error for notion_pages___homework — what’s the correct way to load it?,e95bfafc0e
"In the dlt workshop homework, how do I fix the error about table notion_pages___homework not existing?",e95bfafc0e
How can I list every table in the database?,e394e6f738
Is there a way to see which tables are currently in the db?,e394e6f738
What method shows all table names in the database?,e394e6f738
How do I check the tables that exist in my database?,e394e6f738
Which command should I use to get the full list of db tables?,e394e6f738
Does dlt already support connectors for ClickHouse or StarRocks?,cd19f122f3
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3
Are there any built-in dlt connectors for ClickHouse and StarRocks?,cd19f122f3
"If dlt doesn’t have ClickHouse or StarRocks connectors, can the community add them?",cd19f122f3
Is there a way to contribute a new dlt connector for ClickHouse or StarRocks?,cd19f122f3
Why am I getting a 401 Unauthorized error when my notebook tries to call the Notion API search endpoint?,0dfba07ace
What should I check if my notebook says it has no secret access to api.notion.com/v1/search?,0dfba07ace
"Could this Notion API error be caused by a bad or expired token, and how do I fix it?",0dfba07ace
"If the notebook can’t access Notion, what auth settings or permissions should I verify?",0dfba07ace
I keep getting an unauthorized response from Notion in the workshop notebook — what usually causes that and how do I troubleshoot it?,0dfba07ace
How do I install the exact requests version that lancedb needs instead of the older one pip gives me?,4b30b918bc
What command can I use to get requests v2.32.3 directly from GitHub for this workshop?,4b30b918bc
"Why am I stuck with requests 2.28 when I need 2.32.3, and how do I fix it?",4b30b918bc
Is there a way to force pip to install requests from the official source archive rather than the default package?,4b30b918bc
"I’m getting a 401 Client Error during setup, could this be because the key access is wrong, and how do I install the right requests version?",4b30b918bc
